nct_id,drug,trial_name,measure,arm,meddra_pt,meddra_soc,n_affected,n_at_risk,pct
NCT04052425,Ruxolitinib,,death_rate,Ruxolitinib Cream 1.5% BID,,,0,311,0.0
NCT04052425,Ruxolitinib,,discontinuation_due_to_ae_rate,Double-Blind Period: Ruxolitinib Cream 1.5% BID,,,0,221,0.0
NCT04052425,Ruxolitinib,,discontinuation_due_to_ae_rate,Double-Blind Period: Vehicle Cream BID,,,1,109,0.9
NCT04052425,Ruxolitinib,,discontinuation_due_to_ae_rate,Treatment-Extension Period: Ruxolitinib Cream 1.5% BID,,,0,0,
NCT04052425,Ruxolitinib,,discontinuation_due_to_ae_rate,Treatment-Extension Period: Vehicle Cream to Ruxolitinib Cream 1.5% BID,,,0,0,
NCT04057573,Ruxolitinib,,serious_adverse_event_rate,Vehicle Cream BID,,,0,115,0.0
NCT04057573,Ruxolitinib,,serious_adverse_event_rate,Ruxolitinib Cream 1.5% BID,,,6,326,1.8
NCT04057573,Ruxolitinib,,death_rate,Vehicle Cream BID,,,0,115,0.0
NCT04057573,Ruxolitinib,,death_rate,Ruxolitinib Cream 1.5% BID,,,0,326,0.0
NCT04057573,Ruxolitinib,,discontinuation_due_to_ae_rate,Double-Blind Period: Ruxolitinib Cream 1.5% BID,,,2,229,0.9
NCT04057573,Ruxolitinib,,discontinuation_due_to_ae_rate,Double-Blind Period: Vehicle Cream BID,,,0,115,0.0
NCT04057573,Ruxolitinib,,discontinuation_due_to_ae_rate,Treatment-Extension Period: Ruxolitinib Cream 1.5% BID,,,0,0,
NCT04057573,Ruxolitinib,,discontinuation_due_to_ae_rate,Treatment-Extension Period: Vehicle Cream to Ruxolitinib Cream 1.5% BID,,,0,0,
NCT04057573,Ruxolitinib,,most_common_adverse_events,Vehicle Cream BID,COVID-19,Infections and infestations,2,115,1.7
NCT04057573,Ruxolitinib,,most_common_adverse_events,Ruxolitinib Cream 1.5% BID,COVID-19,Infections and infestations,24,326,7.4
NCT04057573,Ruxolitinib,,most_common_adverse_events,Vehicle Cream BID,Application site acne,General disorders,3,115,2.6
NCT04057573,Ruxolitinib,,most_common_adverse_events,Ruxolitinib Cream 1.5% BID,Application site acne,General disorders,20,326,6.1
NCT04057573,Ruxolitinib,,most_common_adverse_events,Vehicle Cream BID,Nasopharyngitis,Infections and infestations,1,115,0.9
NCT04057573,Ruxolitinib,,most_common_adverse_events,Ruxolitinib Cream 1.5% BID,Nasopharyngitis,Infections and infestations,17,326,5.2
NCT04091646,Roflumilast,,serious_adverse_event_rate,Roflumilast Foam 0.3%,,,0,154,0.0
NCT04091646,Roflumilast,,serious_adverse_event_rate,Vehicle Foam,,,0,72,0.0
NCT04091646,Roflumilast,,death_rate,Roflumilast Foam 0.3%,,,0,154,0.0
NCT04091646,Roflumilast,,death_rate,Vehicle Foam,,,0,72,0.0
NCT04091646,Roflumilast,,discontinuation_due_to_ae_rate,Roflumilast Foam 0.3%,,,2,154,1.3
NCT04091646,Roflumilast,,discontinuation_due_to_ae_rate,Vehicle Foam,,,1,72,1.4
NCT04128007,Roflumilast,,serious_adverse_event_rate,Roflumilast Foam 0.3%,,,1,198,0.5
NCT04128007,Roflumilast,,serious_adverse_event_rate,Vehicle Foam,,,0,104,0.0
NCT04128007,Roflumilast,,death_rate,Roflumilast Foam 0.3%,,,0,198,0.0
NCT04128007,Roflumilast,,death_rate,Vehicle Foam,,,0,104,0.0
NCT04128007,Roflumilast,,discontinuation_due_to_ae_rate,Roflumilast Foam 0.3%,,,5,200,2.5
NCT04128007,Roflumilast,,discontinuation_due_to_ae_rate,Vehicle Foam,,,2,104,1.9
NCT04146363,Lebrikizumab,,serious_adverse_event_rate,Induction - Placebo,,,1,141,0.7
NCT04146363,Lebrikizumab,,serious_adverse_event_rate,Induction - Lebrikizumab 250mg Q2W,,,6,282,2.1
NCT04146363,Lebrikizumab,,serious_adverse_event_rate,Maintenance Blinded - Lebrikizumab Responder/ Placebo,,,0,32,0.0
NCT04146363,Lebrikizumab,,serious_adverse_event_rate,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q4W,,,2,63,3.2
NCT04146363,Lebrikizumab,,serious_adverse_event_rate,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q2W,,,0,62,0.0
NCT04146363,Lebrikizumab,,serious_adverse_event_rate,Maintenance Blinded - Placebo Responder/ Placebo,,,1,4,25.0
NCT04146363,Lebrikizumab,,serious_adverse_event_rate,Maintenance Blinded - Placebo Responder/Lebrikizumab Q4W,,,0,10,0.0
NCT04146363,Lebrikizumab,,serious_adverse_event_rate,Maintenance Blinded - Placebo Responder/ Lebrikizumab Q2W,,,0,10,0.0
NCT04146363,Lebrikizumab,,serious_adverse_event_rate,Escape Arm Week 16 - Maintenance Open Label (OL) -Placebo Non-Responder/Lebrikizumab Q2W,,,1,96,1.0
NCT04146363,Lebrikizumab,,serious_adverse_event_rate,Escape Arm Week 16 - Maintenance OL- Lebrikizumab Non-Responder/Lebrikizumab Q2W,,,4,106,3.8
NCT04146363,Lebrikizumab,,serious_adverse_event_rate,Escape Arm Week 24 to 48 - Maintenance Lebrikizumab,,,0,18,0.0
NCT04146363,Lebrikizumab,,death_rate,Induction - Placebo,,,0,141,0.0
NCT04146363,Lebrikizumab,,death_rate,Induction - Lebrikizumab 250mg Q2W,,,0,282,0.0
NCT04146363,Lebrikizumab,,death_rate,Maintenance Blinded - Lebrikizumab Responder/ Placebo,,,0,32,0.0
NCT04146363,Lebrikizumab,,death_rate,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q4W,,,0,63,0.0
NCT04146363,Lebrikizumab,,death_rate,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q2W,,,0,62,0.0
NCT04146363,Lebrikizumab,,death_rate,Maintenance Blinded - Placebo Responder/ Placebo,,,0,4,0.0
NCT04146363,Lebrikizumab,,death_rate,Maintenance Blinded - Placebo Responder/Lebrikizumab Q4W,,,0,10,0.0
NCT04146363,Lebrikizumab,,death_rate,Maintenance Blinded - Placebo Responder/ Lebrikizumab Q2W,,,0,10,0.0
NCT04146363,Lebrikizumab,,death_rate,Escape Arm Week 16 - Maintenance Open Label (OL) -Placebo Non-Responder/Lebrikizumab Q2W,,,0,96,0.0
NCT04146363,Lebrikizumab,,death_rate,Escape Arm Week 16 - Maintenance OL- Lebrikizumab Non-Responder/Lebrikizumab Q2W,,,0,106,0.0
NCT04146363,Lebrikizumab,,death_rate,Escape Arm Week 24 to 48 - Maintenance Lebrikizumab,,,0,18,0.0
NCT04146363,Lebrikizumab,,discontinuation_due_to_ae_rate,Induction - Placebo,,,1,141,0.7
NCT04146363,Lebrikizumab,,discontinuation_due_to_ae_rate,Induction - Lebrikizumab Q2W,,,2,283,0.7
NCT04146363,Lebrikizumab,,discontinuation_due_to_ae_rate,Maintenance Blinded Treatment - Placebo Responder/Placebo (PBO),,,0,0,
NCT04146363,Lebrikizumab,,discontinuation_due_to_ae_rate,Maintenance Blinded Treatment - Placebo Responder/Lebrikizumab 250 Q4W,,,0,0,
NCT04146363,Lebrikizumab,,discontinuation_due_to_ae_rate,Maintenance Blinded Treatment - Placebo Responder/Lebrikizumab 250 Q2W,,,0,0,
NCT04146363,Lebrikizumab,,discontinuation_due_to_ae_rate,Maintenance Blinded Treatment - Lebrikizumab Responder/Placebo,,,0,0,
NCT04146363,Lebrikizumab,,discontinuation_due_to_ae_rate,Maintenance Blinded Treatment - Lebrikizumab Responder/Lebrikizumab 250 Q4W,,,0,0,
NCT04146363,Lebrikizumab,,discontinuation_due_to_ae_rate,Maintenance Blinded Treatment - Lebrikizumab Responder/Lebrikizumab 250 Q2W,,,0,0,
NCT04146363,Lebrikizumab,,discontinuation_due_to_ae_rate,Escape Arm Week 16 - Maintenance Open Label - Placebo Nonresponder/ Lebrikizumab 250 Q2W,,,0,0,
NCT04146363,Lebrikizumab,,discontinuation_due_to_ae_rate,Escape Arm Week 16 - Maintenance Open Label - Lebrikizumab Nonresponder/ Lebrikizumab 250 Q2W,,,0,0,
NCT04146363,Lebrikizumab,,discontinuation_due_to_ae_rate,Escape Arm Week 24 to 48 - Maintenance Open Label Lebrikizumab 250 Q2W,,,0,0,
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Placebo,Dermatitis atopic,Skin and subcutaneous tissue disorders,30,141,21.3
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Lebrikizumab 250mg Q2W,Dermatitis atopic,Skin and subcutaneous tissue disorders,16,282,5.7
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/ Placebo,Dermatitis atopic,Skin and subcutaneous tissue disorders,4,32,12.5
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q4W,Dermatitis atopic,Skin and subcutaneous tissue disorders,4,63,6.3
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q2W,Dermatitis atopic,Skin and subcutaneous tissue disorders,2,62,3.2
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Placebo,Dermatitis atopic,Skin and subcutaneous tissue disorders,2,4,50.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/Lebrikizumab Q4W,Dermatitis atopic,Skin and subcutaneous tissue disorders,0,10,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Lebrikizumab Q2W,Dermatitis atopic,Skin and subcutaneous tissue disorders,0,10,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance Open Label (OL) -Placebo Non-Responder/Lebrikizumab Q2W,Dermatitis atopic,Skin and subcutaneous tissue disorders,6,96,6.2
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance OL- Lebrikizumab Non-Responder/Lebrikizumab Q2W,Dermatitis atopic,Skin and subcutaneous tissue disorders,4,106,3.8
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 24 to 48 - Maintenance Lebrikizumab,Dermatitis atopic,Skin and subcutaneous tissue disorders,1,18,5.6
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Placebo,Leukopenia,Blood and lymphatic system disorders,0,141,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Lebrikizumab 250mg Q2W,Leukopenia,Blood and lymphatic system disorders,0,282,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/ Placebo,Leukopenia,Blood and lymphatic system disorders,0,32,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q4W,Leukopenia,Blood and lymphatic system disorders,0,63,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q2W,Leukopenia,Blood and lymphatic system disorders,0,62,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Placebo,Leukopenia,Blood and lymphatic system disorders,1,4,25.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/Lebrikizumab Q4W,Leukopenia,Blood and lymphatic system disorders,0,10,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Lebrikizumab Q2W,Leukopenia,Blood and lymphatic system disorders,0,10,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance Open Label (OL) -Placebo Non-Responder/Lebrikizumab Q2W,Leukopenia,Blood and lymphatic system disorders,0,96,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance OL- Lebrikizumab Non-Responder/Lebrikizumab Q2W,Leukopenia,Blood and lymphatic system disorders,0,106,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 24 to 48 - Maintenance Lebrikizumab,Leukopenia,Blood and lymphatic system disorders,0,18,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Placebo,Lymphadenopathy,Blood and lymphatic system disorders,0,141,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Lebrikizumab 250mg Q2W,Lymphadenopathy,Blood and lymphatic system disorders,0,282,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/ Placebo,Lymphadenopathy,Blood and lymphatic system disorders,0,32,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q4W,Lymphadenopathy,Blood and lymphatic system disorders,0,63,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q2W,Lymphadenopathy,Blood and lymphatic system disorders,0,62,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Placebo,Lymphadenopathy,Blood and lymphatic system disorders,1,4,25.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/Lebrikizumab Q4W,Lymphadenopathy,Blood and lymphatic system disorders,0,10,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Lebrikizumab Q2W,Lymphadenopathy,Blood and lymphatic system disorders,0,10,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance Open Label (OL) -Placebo Non-Responder/Lebrikizumab Q2W,Lymphadenopathy,Blood and lymphatic system disorders,2,96,2.1
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance OL- Lebrikizumab Non-Responder/Lebrikizumab Q2W,Lymphadenopathy,Blood and lymphatic system disorders,0,106,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 24 to 48 - Maintenance Lebrikizumab,Lymphadenopathy,Blood and lymphatic system disorders,0,18,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Placebo,Splenomegaly,Blood and lymphatic system disorders,0,141,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Lebrikizumab 250mg Q2W,Splenomegaly,Blood and lymphatic system disorders,0,282,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/ Placebo,Splenomegaly,Blood and lymphatic system disorders,0,32,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q4W,Splenomegaly,Blood and lymphatic system disorders,0,63,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q2W,Splenomegaly,Blood and lymphatic system disorders,0,62,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Placebo,Splenomegaly,Blood and lymphatic system disorders,1,4,25.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/Lebrikizumab Q4W,Splenomegaly,Blood and lymphatic system disorders,0,10,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Lebrikizumab Q2W,Splenomegaly,Blood and lymphatic system disorders,0,10,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance Open Label (OL) -Placebo Non-Responder/Lebrikizumab Q2W,Splenomegaly,Blood and lymphatic system disorders,0,96,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance OL- Lebrikizumab Non-Responder/Lebrikizumab Q2W,Splenomegaly,Blood and lymphatic system disorders,0,106,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 24 to 48 - Maintenance Lebrikizumab,Splenomegaly,Blood and lymphatic system disorders,0,18,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Placebo,Covid-19,Infections and infestations,3,141,2.1
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Lebrikizumab 250mg Q2W,Covid-19,Infections and infestations,5,282,1.8
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/ Placebo,Covid-19,Infections and infestations,1,32,3.1
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q4W,Covid-19,Infections and infestations,8,63,12.7
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q2W,Covid-19,Infections and infestations,2,62,3.2
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Placebo,Covid-19,Infections and infestations,0,4,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/Lebrikizumab Q4W,Covid-19,Infections and infestations,1,10,10.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Lebrikizumab Q2W,Covid-19,Infections and infestations,0,10,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance Open Label (OL) -Placebo Non-Responder/Lebrikizumab Q2W,Covid-19,Infections and infestations,4,96,4.2
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance OL- Lebrikizumab Non-Responder/Lebrikizumab Q2W,Covid-19,Infections and infestations,2,106,1.9
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 24 to 48 - Maintenance Lebrikizumab,Covid-19,Infections and infestations,1,18,5.6
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Placebo,Abscess limb,Infections and infestations,0,141,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Lebrikizumab 250mg Q2W,Abscess limb,Infections and infestations,0,282,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/ Placebo,Abscess limb,Infections and infestations,0,32,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q4W,Abscess limb,Infections and infestations,0,63,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q2W,Abscess limb,Infections and infestations,0,62,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Placebo,Abscess limb,Infections and infestations,0,4,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/Lebrikizumab Q4W,Abscess limb,Infections and infestations,0,10,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Lebrikizumab Q2W,Abscess limb,Infections and infestations,1,10,10.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance Open Label (OL) -Placebo Non-Responder/Lebrikizumab Q2W,Abscess limb,Infections and infestations,0,96,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance OL- Lebrikizumab Non-Responder/Lebrikizumab Q2W,Abscess limb,Infections and infestations,0,106,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 24 to 48 - Maintenance Lebrikizumab,Abscess limb,Infections and infestations,0,18,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Placebo,Chest wall abscess,Infections and infestations,0,141,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Lebrikizumab 250mg Q2W,Chest wall abscess,Infections and infestations,0,282,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/ Placebo,Chest wall abscess,Infections and infestations,0,32,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q4W,Chest wall abscess,Infections and infestations,0,63,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q2W,Chest wall abscess,Infections and infestations,0,62,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Placebo,Chest wall abscess,Infections and infestations,0,4,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/Lebrikizumab Q4W,Chest wall abscess,Infections and infestations,0,10,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Lebrikizumab Q2W,Chest wall abscess,Infections and infestations,1,10,10.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance Open Label (OL) -Placebo Non-Responder/Lebrikizumab Q2W,Chest wall abscess,Infections and infestations,0,96,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance OL- Lebrikizumab Non-Responder/Lebrikizumab Q2W,Chest wall abscess,Infections and infestations,0,106,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 24 to 48 - Maintenance Lebrikizumab,Chest wall abscess,Infections and infestations,0,18,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Placebo,Nasopharyngitis,Infections and infestations,4,141,2.8
NCT04146363,Lebrikizumab,,most_common_adverse_events,Induction - Lebrikizumab 250mg Q2W,Nasopharyngitis,Infections and infestations,11,282,3.9
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/ Placebo,Nasopharyngitis,Infections and infestations,2,32,6.2
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q4W,Nasopharyngitis,Infections and infestations,6,63,9.5
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q2W,Nasopharyngitis,Infections and infestations,2,62,3.2
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Placebo,Nasopharyngitis,Infections and infestations,0,4,0.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/Lebrikizumab Q4W,Nasopharyngitis,Infections and infestations,1,10,10.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Maintenance Blinded - Placebo Responder/ Lebrikizumab Q2W,Nasopharyngitis,Infections and infestations,1,10,10.0
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance Open Label (OL) -Placebo Non-Responder/Lebrikizumab Q2W,Nasopharyngitis,Infections and infestations,2,96,2.1
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 16 - Maintenance OL- Lebrikizumab Non-Responder/Lebrikizumab Q2W,Nasopharyngitis,Infections and infestations,4,106,3.8
NCT04146363,Lebrikizumab,,most_common_adverse_events,Escape Arm Week 24 to 48 - Maintenance Lebrikizumab,Nasopharyngitis,Infections and infestations,0,18,0.0
NCT04178967,Lebrikizumab,ADvocate2,serious_adverse_event_rate,Induction - Placebo,,,4,149,2.7
NCT04178967,Lebrikizumab,ADvocate2,serious_adverse_event_rate,Induction - Lebrikizumab 250mg Q2W,,,2,295,0.7
NCT04178967,Lebrikizumab,ADvocate2,serious_adverse_event_rate,Maintenance Blinded - Lebrikizumab Responder/ Placebo,,,1,30,3.3
NCT04178967,Lebrikizumab,ADvocate2,serious_adverse_event_rate,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q4W,,,0,59,0.0
NCT04178967,Lebrikizumab,ADvocate2,serious_adverse_event_rate,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q2W,,,2,59,3.4
NCT04178967,Lebrikizumab,ADvocate2,serious_adverse_event_rate,Maintenance Blinded - Placebo Responder/ Placebo,,,0,5,0.0
NCT04178967,Lebrikizumab,ADvocate2,serious_adverse_event_rate,Maintenance Blinded - Placebo Responder/Lebrikizumab Q4W,,,2,9,22.2
NCT04178967,Lebrikizumab,ADvocate2,serious_adverse_event_rate,Maintenance Blinded - Placebo Responder/ Lebrikizumab Q2W,,,0,11,0.0
NCT04178967,Lebrikizumab,ADvocate2,serious_adverse_event_rate,Escape Arm Week 16 - Maintenance Open Label (OL) -Placebo Non-Responder/Lebrikizumab Q2W,,,1,108,0.9
NCT04178967,Lebrikizumab,ADvocate2,serious_adverse_event_rate,Escape Arm Week 16 - Maintenance OL- Lebrikizumab Non-Responder/Lebrikizumab Q2W,,,5,125,4.0
NCT04178967,Lebrikizumab,ADvocate2,serious_adverse_event_rate,Escape Arm Week 24 to 48 - Maintenance Lebrikizumab,,,0,11,0.0
NCT04178967,Lebrikizumab,ADvocate2,death_rate,Induction - Placebo,,,1,149,0.7
NCT04178967,Lebrikizumab,ADvocate2,death_rate,Induction - Lebrikizumab 250mg Q2W,,,0,295,0.0
NCT04178967,Lebrikizumab,ADvocate2,death_rate,Maintenance Blinded - Lebrikizumab Responder/ Placebo,,,0,30,0.0
NCT04178967,Lebrikizumab,ADvocate2,death_rate,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q4W,,,0,59,0.0
NCT04178967,Lebrikizumab,ADvocate2,death_rate,Maintenance Blinded - Lebrikizumab Responder/Lebrikizumab Q2W,,,0,59,0.0
NCT04178967,Lebrikizumab,ADvocate2,death_rate,Maintenance Blinded - Placebo Responder/ Placebo,,,0,5,0.0
NCT04178967,Lebrikizumab,ADvocate2,death_rate,Maintenance Blinded - Placebo Responder/Lebrikizumab Q4W,,,0,9,0.0
NCT04178967,Lebrikizumab,ADvocate2,death_rate,Maintenance Blinded - Placebo Responder/ Lebrikizumab Q2W,,,0,11,0.0
NCT04178967,Lebrikizumab,ADvocate2,death_rate,Escape Arm Week 16 - Maintenance Open Label (OL) -Placebo Non-Responder/Lebrikizumab Q2W,,,0,108,0.0
NCT04178967,Lebrikizumab,ADvocate2,death_rate,Escape Arm Week 16 - Maintenance OL- Lebrikizumab Non-Responder/Lebrikizumab Q2W,,,1,125,0.8
NCT04178967,Lebrikizumab,ADvocate2,death_rate,Escape Arm Week 24 to 48 - Maintenance Lebrikizumab,,,0,11,0.0
NCT04178967,Lebrikizumab,ADvocate2,discontinuation_due_to_ae_rate,Induction - Placebo,,,4,150,2.7
NCT04178967,Lebrikizumab,ADvocate2,discontinuation_due_to_ae_rate,Induction - Lebrikizumab Q2W,,,6,295,2.0
NCT04178967,Lebrikizumab,ADvocate2,discontinuation_due_to_ae_rate,Maintenance Blinded Treatment - Placebo Responder/Placebo (PBO),,,0,0,
NCT04178967,Lebrikizumab,ADvocate2,discontinuation_due_to_ae_rate,Maintenance Blinded Treatment - Placebo Responder/Lebrikizumab 250 Q4W,,,0,0,
NCT04178967,Lebrikizumab,ADvocate2,discontinuation_due_to_ae_rate,Maintenance Blinded Treatment - Placebo Responder/Lebrikizumab 250 Q2W,,,0,0,
NCT04178967,Lebrikizumab,ADvocate2,discontinuation_due_to_ae_rate,Maintenance Blinded Treatment - Lebrikizumab Responder/Placebo,,,0,0,
NCT04178967,Lebrikizumab,ADvocate2,discontinuation_due_to_ae_rate,Maintenance Blinded Treatment - Lebrikizumab Responder/Lebrikizumab 250 Q4W,,,0,0,
NCT04178967,Lebrikizumab,ADvocate2,discontinuation_due_to_ae_rate,Maintenance Blinded Treatment - Lebrikizumab Responder/Lebrikizumab 250 Q2W,,,0,0,
