nct_id,drug,trial_name,rank,position,measure_type,scale,scale_component,scale_variant,baseline_reference,timepoints,through,analysis_population,subgroup_labels,study_period,event_type,criterion_index,criterion_role,criterion_scale,criterion_scale_component,criterion_scale_variant,criterion_metric,criterion_comparator,criterion_value,criterion_unit,criterion_scale_min,criterion_scale_max,criterion_assessed_at,verbatim
NCT03627767,Abrocitinib,,secondary,17,percent_change_from_baseline,SCORAD,VAS Itch and Sleep Loss,,rescue_baseline,2w;4w;8w;12w,,,,rescue,,0,,,,,,,,,,,,"Percent Change From Rescue Baseline in Scoring Atopic Dermatitis (SCORAD) Visual Analog Scale (VAS) Score of Itch and Sleep Loss at Rescue Weeks 2, 4, 8 and 12: Rescue Period"
NCT03627767,Abrocitinib,,secondary,18,responder_rate,SCORAD,,,rescue_baseline,2w;4w;8w;12w,,,,rescue,,1,responder,SCORAD,,,percent_improvement_from_baseline,>=,50,percent,,,,"Percentage of Participants With 50% Improvement in Scoring Atopic Dermatitis (SCORAD) From Rescue Baseline at Rescue Weeks 2, 4, 8 and 12: Rescue Period"
NCT03627767,Abrocitinib,,secondary,19,responder_rate,SCORAD,,,rescue_baseline,2w;4w;8w;12w,,,,rescue,,1,responder,SCORAD,,,percent_improvement_from_baseline,>=,75,percent,,,,"Percentage of Participants With 75% Improvement in Scoring Atopic Dermatitis (SCORAD) From Rescue Baseline at Rescue Weeks 2, 4, 8 and 12: Rescue Period"
NCT03627767,Abrocitinib,,secondary,20,responder_rate,PtGA,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,1,responder,PtGA,,,absolute_score,in,"[0, 1]",score,,,,"Percentage of Participants Achieving Patient Global Assessment (PtGA) Response of 'Clear (0)' or 'Almost Clear (1)' and Greater Than or Equal to 2 Points Improvement From Baseline at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,20,responder_rate,PtGA,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,2,responder,PtGA,,,point_reduction_from_baseline,>=,2,points,,,,"Percentage of Participants Achieving Patient Global Assessment (PtGA) Response of 'Clear (0)' or 'Almost Clear (1)' and Greater Than or Equal to 2 Points Improvement From Baseline at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,21,change_from_baseline,DLQI,,,baseline,12w;16w;28w;40w;52w,,adults,,double_blind,,0,,,,,,,,,,,,"Change From Baseline in Dermatology Life Quality Index (DLQI) Score for Adults at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,22,change_from_baseline,CDLQI,,,baseline,12w;16w;28w;40w;52w,,adolescents,,double_blind,,0,,,,,,,,,,,,"Change From Baseline in Children's Dermatology Life Quality Index (CDLQI) Score for Adolescents at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,23,change_from_baseline,HADS,Anxiety,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,0,,,,,,,,,,,,"Change From Baseline in Hospital Anxiety and Depression Scale (HADS) - Anxiety Scale at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,24,change_from_baseline,HADS,Depression,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,0,,,,,,,,,,,,"Change From Baseline in Hospital Anxiety and Depression Scale (HADS) - Depression Scale at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,25,change_from_baseline,POEM,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,0,,,,,,,,,,,,"Change From Baseline in Patient Oriented Eczema Measure (POEM) Score at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,26,change_from_baseline,PSAAD,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,0,,,,,,,,,,,,"Change From Baseline in Pruritus and Symptoms Assessment for Atopic Dermatitis (PSAAD) Score at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03720470,Abrocitinib,JADE Compare,primary,1,responder_rate,IGA,,,baseline,12w,,,,,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,"Percentage of Participants Achieving Investigator's Global Assessment (IGA) Response of Clear (0) or Almost Clear (1) and a Reduction of Greater Than or Equal to (>=) 2 Points From Baseline at Week 12 (Time frame: Baseline (the last measurement prior to first dosing on Day 1), Week 12)"
NCT03720470,Abrocitinib,JADE Compare,primary,1,responder_rate,IGA,,,baseline,12w,,,,,,2,responder,IGA,,,point_reduction_from_baseline,>=,2,points,,,,"Percentage of Participants Achieving Investigator's Global Assessment (IGA) Response of Clear (0) or Almost Clear (1) and a Reduction of Greater Than or Equal to (>=) 2 Points From Baseline at Week 12 (Time frame: Baseline (the last measurement prior to first dosing on Day 1), Week 12)"
NCT03720470,Abrocitinib,JADE Compare,secondary,1,responder_rate,Pruritus NRS,,severity,baseline,2-15d;2w;4w;8w;12w;16w,,,,,,1,responder,Pruritus NRS,,severity,point_reduction_from_baseline,>=,4,points,,,,"Percentage of Participants With at Least 4 Points Improvement in the Numerical Rating Scale (NRS) for Severity of Pruritus From Baseline at Day 2-15, Week 2, 4, 8, 12 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,2,responder_rate,IGA,,,baseline,2w;4w;8w;16w,,,,,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,"Percentage of Participants Achieving IGA Response of Clear (0) or Almost Clear (1) and a Reduction of >=2 Points From Baseline at Week 2, 4, 8 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,2,responder_rate,IGA,,,baseline,2w;4w;8w;16w,,,,,,2,responder,IGA,,,point_reduction_from_baseline,>=,2,points,,,,"Percentage of Participants Achieving IGA Response of Clear (0) or Almost Clear (1) and a Reduction of >=2 Points From Baseline at Week 2, 4, 8 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,3,responder_rate,EASI,,,baseline,2w;4w;8w;16w,,,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,"Percentage of Participants Achieving EASI Response >=75% Improvement From Baseline at Week 2, 4, 8 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,4,responder_rate,EASI,,,baseline,2w;4w;8w;12w;16w,,,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,50,percent,,,,"Percentage of Participants Achieving EASI Response >=50% Improvement From Baseline at Week 2, 4, 8, 12 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,5,responder_rate,EASI,,,baseline,2w;4w;8w;12w;16w,,,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,"Percentage of Participants Achieving EASI Response >=90% Improvement From Baseline at Week 2, 4, 8, 12 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,6,responder_rate,EASI,,,baseline,2w;4w;8w;12w;16w,,,,,,1,responder,EASI,,,percent_improvement_from_baseline,==,100,percent,,,,"Percentage of Participants Achieving EASI Response =100% Improvement From Baseline at Week 2, 4, 8, 12 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,7,time_to_event,Pruritus NRS,,severity,baseline,,,,,,,1,responder,Pruritus NRS,,severity,point_reduction_from_baseline,>=,4,points,,,,Time From Baseline to First Achieve at Least 4 Points Improvement in the Severity of Pruritus NRS
NCT03720470,Abrocitinib,JADE Compare,secondary,8,change_from_baseline,BSA,,,baseline,2w;4w;8w;12w;16w,,,,,,0,,,,,,,,,,,,"Change From Baseline in Percentage Body Surface Area (BSA) at Week 2, 4, 8, 12 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,9,absolute_value,BSA,,,,18w;20w,,,,,,0,,,,,,,,,,,,Percentage BSA at Week 18 and 20
NCT03720470,Abrocitinib,JADE Compare,secondary,10,change_from_baseline,PtGA,,,baseline,2w;4w;8w;12w;16w,,,,,,0,,,,,,,,,,,,"Change From Baseline in Patient Global Assessment (PtGA) at Week 2, 4, 8, 12 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,11,change_from_baseline,DLQI,,,baseline,2w;12w;16w,,,,,,0,,,,,,,,,,,,"Change From Baseline in Dermatology Life Quality Index (DLQI) at Week 2, 12 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,12,absolute_value,DLQI,,,,20w,,,,,,0,,,,,,,,,,,,DLQI at Week 20
NCT03720470,Abrocitinib,JADE Compare,secondary,13,change_from_baseline,EQ-5D-5L,Index,,baseline,12w;16w,,,,,,0,,,,,,,,,,,,Change From Baseline in EuroQol Quality of Life 5-Dimension 5-Level Scale (EQ-5D-5L) Index Value at Week 12 and 16
NCT03720470,Abrocitinib,JADE Compare,secondary,14,change_from_baseline,EQ-5D-5L,VAS,,baseline,12w;16w,,,,,,0,,,,,,,,,,,,Change From Baseline in EQ-5D-5L Visual Analogue Scale (VAS) Score at Week 12 and 16
NCT03720470,Abrocitinib,JADE Compare,secondary,15,absolute_value,EQ-5D-5L,Index,,,20w,,,,,,0,,,,,,,,,,,,EQ-5D-5L- Index Value at Week 20
NCT03720470,Abrocitinib,JADE Compare,secondary,16,absolute_value,EQ-5D-5L,VAS,,,20w,,,,,,0,,,,,,,,,,,,EQ-5D-5L- VAS Score at Week 20
NCT03720470,Abrocitinib,JADE Compare,secondary,17,change_from_baseline,HADS,Anxiety,,baseline,12w;16w,,,,,,0,,,,,,,,,,,,Change From Baseline in Hospital Anxiety and Depression Scale (HADS) - Anxiety Scale at Week 12 and 16
NCT03720470,Abrocitinib,JADE Compare,secondary,18,change_from_baseline,HADS,Depression,,baseline,12w;16w,,,,,,0,,,,,,,,,,,,Change From Baseline in HADS - Depression Scale at Week 12 and 16
NCT03720470,Abrocitinib,JADE Compare,secondary,19,absolute_value,HADS,Anxiety,,,20w,,,,,,0,,,,,,,,,,,,HADS - Anxiety Scale at Week 20
NCT03720470,Abrocitinib,JADE Compare,secondary,20,absolute_value,HADS,Depression,,,20w,,,,,,0,,,,,,,,,,,,HADS - Depression Scale at Week 20
NCT03720470,Abrocitinib,JADE Compare,secondary,21,change_from_baseline,POEM,,,baseline,12w;16w,,,,,,0,,,,,,,,,,,,Change From Baseline in Patient-Oriented Eczema Measure (POEM) at Week 12 and 16
NCT03720470,Abrocitinib,JADE Compare,secondary,22,absolute_value,POEM,,,,20w,,,,,,0,,,,,,,,,,,,POEM at Week 20
NCT03720470,Abrocitinib,JADE Compare,secondary,23,change_from_baseline,PSAAD,Total,,baseline,1-16w,,,,,,0,,,,,,,,,,,,Change From Baseline in Pruritus and Symptoms Assessment for Atopic Dermatitis (PSAAD) Total Score Week 1 to Week 16
NCT03720470,Abrocitinib,JADE Compare,secondary,24,absolute_value,PSAAD,Total,,,18w;20w,,,,,,0,,,,,,,,,,,,PSAAD Total Score at Week 18 and 20
NCT03720470,Abrocitinib,JADE Compare,secondary,25,responder_rate,SCORAD,,,baseline,2w;4w;8w;12w;16w,,,,,,1,responder,SCORAD,,,percent_improvement_from_baseline,>=,50,percent,,,,"Percentage of Participants With Scoring Atopic Dermatitis (SCORAD) Response >=50% Improvement From Baseline at Week 2, 4, 8, 12 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,26,responder_rate,SCORAD,,,baseline,2w;4w;8w,,,,,,1,responder,SCORAD,,,percent_improvement_from_baseline,>=,75,percent,,,,"Percentage of Participants With SCORAD Response >=75% Improvement From Baseline at Week 2, 4, 8 12 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,27,change_from_baseline,SCORAD,VAS Itch and Sleep Loss,,baseline,2w;4w;8w,,,,,,0,,,,,,,,,,,,"Change From Baseline in SCORAD Visual Analogue Scale (VAS) of Itch and Sleep Loss at Week 2, 4, 8 12 and 16"
NCT03720470,Abrocitinib,JADE Compare,secondary,28,absolute_value,SCORAD,VAS Itch and Sleep Loss,,,18w;20w,,,,,,0,,,,,,,,,,,,SCORAD VAS of Itch and Sleep Loss at Week 18 and 20
NCT03720470,Abrocitinib,JADE Compare,secondary,29,count,,,,baseline,,16w,,,,steroid_free_days,0,,,,,,,,,,,,Least Square Mean of Number of Steroid-free Days From Baseline up to Week 16
NCT04146363,Lebrikizumab,,primary,1,responder_rate,IGA,,,baseline,16w,,,,,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,Percentage of Participants With an Investigator Global Assessment (IGA) Score of 0 or 1 and a Reduction ≥2 Points From Baseline to Week 16 (Time frame: Baseline to Week 16)
NCT04146363,Lebrikizumab,,primary,1,responder_rate,IGA,,,baseline,16w,,,,,,2,responder,IGA,,,point_reduction_from_baseline,>=,2,points,,,,Percentage of Participants With an Investigator Global Assessment (IGA) Score of 0 or 1 and a Reduction ≥2 Points From Baseline to Week 16 (Time frame: Baseline to Week 16)
NCT04146363,Lebrikizumab,,secondary,1,responder_rate,IGA,,,baseline,2w,,,,,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,Percentage of Participants With an IGA Score of 0 or 1 and a Reduction ≥2 Points From Baseline to Week 2
NCT04146363,Lebrikizumab,,secondary,1,responder_rate,IGA,,,baseline,2w,,,,,,2,responder,IGA,,,point_reduction_from_baseline,>=,2,points,,,,Percentage of Participants With an IGA Score of 0 or 1 and a Reduction ≥2 Points From Baseline to Week 2
NCT04146363,Lebrikizumab,,secondary,2,responder_rate,IGA,,,baseline,4w,,,,,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,Percentage of Participants With an IGA Score of 0 or 1 and a Reduction ≥2 Points From Baseline to Week 4
NCT04146363,Lebrikizumab,,secondary,2,responder_rate,IGA,,,baseline,4w,,,,,,2,responder,IGA,,,point_reduction_from_baseline,>=,2,points,,,,Percentage of Participants With an IGA Score of 0 or 1 and a Reduction ≥2 Points From Baseline to Week 4
NCT04146363,Lebrikizumab,,secondary,3,responder_rate,IGA,,,baseline,16w,,adults,,,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,Percentage of Participants With an IGA Score of 0 or 1 and a Reduction ≥2 Points From Baseline to Week 16 in Adults
NCT04146363,Lebrikizumab,,secondary,3,responder_rate,IGA,,,baseline,16w,,adults,,,,2,responder,IGA,,,point_reduction_from_baseline,>=,2,points,,,,Percentage of Participants With an IGA Score of 0 or 1 and a Reduction ≥2 Points From Baseline to Week 16 in Adults
NCT04146363,Lebrikizumab,,secondary,4,responder_rate,EASI,,,baseline,16w,,,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,Percentage of Participants Achieving EASI-90 (≥90% Reduction in EASI Score) From Baseline to Week 16
NCT04146363,Lebrikizumab,,secondary,5,percent_change_from_baseline,Pruritus NRS,,,baseline,16w,,,,,,0,,,,,,,,,,,,Percent Change in Pruritus Numerical Rating Scale (NRS) Score From Baseline to Week 16
NCT04146363,Lebrikizumab,,secondary,6,responder_rate,Pruritus NRS,,,baseline,16w,,,,,,1,responder,Pruritus NRS,,,point_reduction_from_baseline,>=,4,points,,,,Percentage of Participants With a Pruritus NRS Score of ≥4-points at Baseline Who Achieve a ≥4-point Reduction in Pruritus NRS Score From Baseline to Week 16
NCT04146363,Lebrikizumab,,secondary,6,responder_rate,Pruritus NRS,,,baseline,16w,,,,,,2,subgroup,Pruritus NRS,,,absolute_score,>=,4,score,,,"[""baseline""]",Percentage of Participants With a Pruritus NRS Score of ≥4-points at Baseline Who Achieve a ≥4-point Reduction in Pruritus NRS Score From Baseline to Week 16
NCT04146363,Lebrikizumab,,secondary,7,responder_rate,Pruritus NRS,,,baseline,16w,,,,,,1,responder,Pruritus NRS,,,point_reduction_from_baseline,>=,4,points,,,,Percentage of Participants With a Pruritus NRS Score of ≥5-points at Baseline Who Achieve a ≥4-point Reduction in Pruritus NRS Score From Baseline to Week 16
NCT04146363,Lebrikizumab,,secondary,7,responder_rate,Pruritus NRS,,,baseline,16w,,,,,,2,subgroup,Pruritus NRS,,,absolute_score,>=,5,score,,,"[""baseline""]",Percentage of Participants With a Pruritus NRS Score of ≥5-points at Baseline Who Achieve a ≥4-point Reduction in Pruritus NRS Score From Baseline to Week 16
NCT04146363,Lebrikizumab,,secondary,8,percent_change_from_baseline,EASI,,,baseline,16w,,,,,,0,,,,,,,,,,,,Percent Change in EASI Score From Baseline to Week 16
NCT04146363,Lebrikizumab,,secondary,9,change_from_baseline,BSA,,,baseline,16w,,,,,,0,,,,,,,,,,,,Change From Baseline in Percent Body Surface Area (BSA) at Week 16
NCT04146363,Lebrikizumab,,secondary,10,responder_rate,EASI,,,baseline,4w,,,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,Percentage of Participants Achieving EASI-90 From Baseline to Week 4
NCT04146363,Lebrikizumab,,secondary,11,change_from_baseline,DLQI,,,baseline,16w,,,,,,0,,,,,,,,,,,,Change From Baseline in Dermatology Life Quality Index (DLQI) at Week 16
NCT04146363,Lebrikizumab,,secondary,12,responder_rate,DLQI,,,baseline,16w,,,,,,1,responder,DLQI,,,point_reduction_from_baseline,>=,4,points,,,,Percentage of Participants Achieving ≥4 Point Improvement in DLQI From Baseline to Week 16
NCT04146363,Lebrikizumab,,secondary,13,responder_rate,DLQI,,,baseline,16w,,,,,,1,responder,DLQI,,,point_reduction_from_baseline,>=,4,points,,,,Percentage of Participants With a DLQI Total Score of ≥4-point at Baseline Achieving ≥4-point Improvement in DLQI From Baseline to Week 16
NCT04146363,Lebrikizumab,,secondary,13,responder_rate,DLQI,,,baseline,16w,,,,,,2,subgroup,DLQI,,,absolute_score,>=,4,score,,,"[""baseline""]",Percentage of Participants With a DLQI Total Score of ≥4-point at Baseline Achieving ≥4-point Improvement in DLQI From Baseline to Week 16
NCT04146363,Lebrikizumab,,secondary,14,percent_change_from_baseline,Sleep-loss,,,baseline,16w,,,,,,0,,,,,,,,,,,,Percent Change in Sleep-loss Score From Baseline to Week 16
NCT04146363,Lebrikizumab,,secondary,15,change_from_baseline,Sleep-loss,,,baseline,16w,,,,,,0,,,,,,,,,,,,Change From Baseline in Sleep-loss Score at Week 16
NCT04146363,Lebrikizumab,,secondary,16,responder_rate,Sleep-loss,,,baseline,16w,,,,,,1,responder,Sleep-loss,,,point_reduction_from_baseline,>=,2,points,,,,Percentage of Participants With a Sleep-loss Score ≥2 Points at Baseline Who Achieve a ≥2 Points Reduction From Baseline at Week 16
NCT04146363,Lebrikizumab,,secondary,16,responder_rate,Sleep-loss,,,baseline,16w,,,,,,2,subgroup,Sleep-loss,,,absolute_score,>=,2,score,,,"[""baseline""]",Percentage of Participants With a Sleep-loss Score ≥2 Points at Baseline Who Achieve a ≥2 Points Reduction From Baseline at Week 16
NCT04146363,Lebrikizumab,,secondary,17,responder_rate,Pruritus NRS,,,baseline,1w,,,,,,1,responder,Pruritus NRS,,,point_reduction_from_baseline,>=,4,points,,,,Percentage of Participants With a Pruritus NRS Score of ≥4 Points at Baseline Who Achieve a ≥4-point Reduction From Baseline to Week 1
NCT04146363,Lebrikizumab,,secondary,17,responder_rate,Pruritus NRS,,,baseline,1w,,,,,,2,subgroup,Pruritus NRS,,,absolute_score,>=,4,score,,,"[""baseline""]",Percentage of Participants With a Pruritus NRS Score of ≥4 Points at Baseline Who Achieve a ≥4-point Reduction From Baseline to Week 1
NCT04146363,Lebrikizumab,,secondary,18,responder_rate,Pruritus NRS,,,baseline,2w,,,,,,1,responder,Pruritus NRS,,,point_reduction_from_baseline,>=,4,points,,,,Percentage of Participants With a Pruritus NRS Score of ≥4 Points at Baseline Who Achieve a ≥4-point Reduction From Baseline to Week 2
NCT04146363,Lebrikizumab,,secondary,18,responder_rate,Pruritus NRS,,,baseline,2w,,,,,,2,subgroup,Pruritus NRS,,,absolute_score,>=,4,score,,,"[""baseline""]",Percentage of Participants With a Pruritus NRS Score of ≥4 Points at Baseline Who Achieve a ≥4-point Reduction From Baseline to Week 2
NCT04146363,Lebrikizumab,,secondary,19,responder_rate,Pruritus NRS,,,baseline,4w,,,,,,1,responder,Pruritus NRS,,,point_reduction_from_baseline,>=,4,points,,,,Percentage of Participants With a Pruritus NRS Score of ≥4 Points at Baseline Who Achieve a ≥4-point Reduction From Baseline to Week 4
NCT04146363,Lebrikizumab,,secondary,19,responder_rate,Pruritus NRS,,,baseline,4w,,,,,,2,subgroup,Pruritus NRS,,,absolute_score,>=,4,score,,,"[""baseline""]",Percentage of Participants With a Pruritus NRS Score of ≥4 Points at Baseline Who Achieve a ≥4-point Reduction From Baseline to Week 4
NCT04146363,Lebrikizumab,,secondary,20,responder_rate,Pruritus NRS,,,baseline,1w,,,,,,1,responder,Pruritus NRS,,,point_reduction_from_baseline,>=,4,points,,,,Percentage of Participants With a Pruritus NRS Score of ≥5 Points at Baseline Who Achieve a ≥4-point Reduction From Baseline to Week 1
NCT04146363,Lebrikizumab,,secondary,20,responder_rate,Pruritus NRS,,,baseline,1w,,,,,,2,subgroup,Pruritus NRS,,,absolute_score,>=,5,score,,,"[""baseline""]",Percentage of Participants With a Pruritus NRS Score of ≥5 Points at Baseline Who Achieve a ≥4-point Reduction From Baseline to Week 1
NCT04146363,Lebrikizumab,,secondary,21,responder_rate,Pruritus NRS,,,baseline,2w,,,,,,1,responder,Pruritus NRS,,,point_reduction_from_baseline,>=,4,points,,,,Percentage of Participants With a Pruritus NRS Score of ≥5 Points at Baseline Who Achieve a ≥4-point Reduction From Baseline to Week 2
NCT04146363,Lebrikizumab,,secondary,21,responder_rate,Pruritus NRS,,,baseline,2w,,,,,,2,subgroup,Pruritus NRS,,,absolute_score,>=,5,score,,,"[""baseline""]",Percentage of Participants With a Pruritus NRS Score of ≥5 Points at Baseline Who Achieve a ≥4-point Reduction From Baseline to Week 2
NCT04146363,Lebrikizumab,,secondary,22,responder_rate,Pruritus NRS,,,baseline,4w,,,,,,1,responder,Pruritus NRS,,,point_reduction_from_baseline,>=,4,points,,,,Percentage of Participants With a Pruritus NRS Score of ≥5 Points at Baseline Who Achieve a ≥4-point Reduction From Baseline to Week 4
NCT04146363,Lebrikizumab,,secondary,22,responder_rate,Pruritus NRS,,,baseline,4w,,,,,,2,subgroup,Pruritus NRS,,,absolute_score,>=,5,score,,,"[""baseline""]",Percentage of Participants With a Pruritus NRS Score of ≥5 Points at Baseline Who Achieve a ≥4-point Reduction From Baseline to Week 4
NCT04146363,Lebrikizumab,,secondary,23,percent_change_from_baseline,SCORAD,,,baseline,16w,,,,,,0,,,,,,,,,,,,Percent Change in SCORing Atopic Dermatitis (SCORAD) From Baseline to Week 16
NCT04146363,Lebrikizumab,,secondary,24,pharmacokinetics,,,,,52w,,,,,serum_concentration,0,,,,,,,,,,,,Pharmacokinetics (PK): Average Serum Concentration of Lebrikizumab at Week 52
NCT04146363,Lebrikizumab,,secondary,25,responder_rate,EASI,,,baseline,16w;52w,,re_randomized_responders,re_randomized_responders,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Percentage of Participants From Those Re-randomized Having Achieved EASI-75 at Week 16 Who Continued to Exhibit EASI-75 at Week 52 (EASI-75 Calculated Relative to Baseline EASI Score)
NCT04146363,Lebrikizumab,,secondary,25,responder_rate,EASI,,,baseline,16w;52w,,re_randomized_responders,re_randomized_responders,,,2,subgroup,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,"[""week_16""]",Percentage of Participants From Those Re-randomized Having Achieved EASI-75 at Week 16 Who Continued to Exhibit EASI-75 at Week 52 (EASI-75 Calculated Relative to Baseline EASI Score)
NCT04146363,Lebrikizumab,,secondary,26,responder_rate,IGA,,,baseline,16w;52w,,re_randomized_responders,re_randomized_responders,,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,Percentage of Participants From Those Re-randomized Having Achieved IGA 0 or 1 and a ≥2-point Improvement From Baseline at Week 16 Who Continue to Exhibit and IGA 0 or 1 and a ≥2-point Improvement From Baseline at Week 52
NCT04146363,Lebrikizumab,,secondary,26,responder_rate,IGA,,,baseline,16w;52w,,re_randomized_responders,re_randomized_responders,,,2,responder,IGA,,,point_reduction_from_baseline,>=,2,points,,,,Percentage of Participants From Those Re-randomized Having Achieved IGA 0 or 1 and a ≥2-point Improvement From Baseline at Week 16 Who Continue to Exhibit and IGA 0 or 1 and a ≥2-point Improvement From Baseline at Week 52
NCT04146363,Lebrikizumab,,secondary,26,responder_rate,IGA,,,baseline,16w;52w,,re_randomized_responders,re_randomized_responders,,,3,subgroup,IGA,,,absolute_score,in,"[0, 1]",score,,,"[""week_16""]",Percentage of Participants From Those Re-randomized Having Achieved IGA 0 or 1 and a ≥2-point Improvement From Baseline at Week 16 Who Continue to Exhibit and IGA 0 or 1 and a ≥2-point Improvement From Baseline at Week 52
NCT04146363,Lebrikizumab,,secondary,26,responder_rate,IGA,,,baseline,16w;52w,,re_randomized_responders,re_randomized_responders,,,4,subgroup,IGA,,,point_reduction_from_baseline,>=,2,points,,,"[""week_16""]",Percentage of Participants From Those Re-randomized Having Achieved IGA 0 or 1 and a ≥2-point Improvement From Baseline at Week 16 Who Continue to Exhibit and IGA 0 or 1 and a ≥2-point Improvement From Baseline at Week 52
NCT04146363,Lebrikizumab,,secondary,27,responder_rate,Pruritus NRS,,,baseline,16w;52w,,re_randomized_responders,re_randomized_responders,,,1,responder,Pruritus NRS,,,point_reduction_from_baseline,>=,4,points,,,,Percentage of Participants From Those With a Pruritus NRS of ≥4-points at Baseline Re-randomized Having Achieved ≥4-point Reduction From Baseline at Week 16 Who Continue to Exhibit ≥4-point Reduction From Baseline at Week 52
NCT04146363,Lebrikizumab,,secondary,27,responder_rate,Pruritus NRS,,,baseline,16w;52w,,re_randomized_responders,re_randomized_responders,,,2,subgroup,Pruritus NRS,,,point_reduction_from_baseline,>=,4,points,,,"[""week_16""]",Percentage of Participants From Those With a Pruritus NRS of ≥4-points at Baseline Re-randomized Having Achieved ≥4-point Reduction From Baseline at Week 16 Who Continue to Exhibit ≥4-point Reduction From Baseline at Week 52
NCT04146363,Lebrikizumab,,secondary,27,responder_rate,Pruritus NRS,,,baseline,16w;52w,,re_randomized_responders,re_randomized_responders,,,3,subgroup,Pruritus NRS,,,absolute_score,>=,4,score,,,"[""baseline""]",Percentage of Participants From Those With a Pruritus NRS of ≥4-points at Baseline Re-randomized Having Achieved ≥4-point Reduction From Baseline at Week 16 Who Continue to Exhibit ≥4-point Reduction From Baseline at Week 52
NCT04146363,Lebrikizumab,,secondary,28,responder_rate,Pruritus NRS,,,baseline,16w;52w,,re_randomized_responders,re_randomized_responders,,,1,responder,Pruritus NRS,,,point_reduction_from_baseline,>=,4,points,,,,Percentage of Participants From Those With a Pruritus NRS of ≥5-points at Baseline Re-randomized Having Achieved ≥4-point Reduction From Baseline at Week 16 Who Continue to Exhibit ≥4-point Reduction From Baseline at Week 52
NCT04146363,Lebrikizumab,,secondary,28,responder_rate,Pruritus NRS,,,baseline,16w;52w,,re_randomized_responders,re_randomized_responders,,,2,subgroup,Pruritus NRS,,,point_reduction_from_baseline,>=,4,points,,,"[""week_16""]",Percentage of Participants From Those With a Pruritus NRS of ≥5-points at Baseline Re-randomized Having Achieved ≥4-point Reduction From Baseline at Week 16 Who Continue to Exhibit ≥4-point Reduction From Baseline at Week 52
NCT04146363,Lebrikizumab,,secondary,28,responder_rate,Pruritus NRS,,,baseline,16w;52w,,re_randomized_responders,re_randomized_responders,,,3,subgroup,Pruritus NRS,,,absolute_score,>=,5,score,,,"[""baseline""]",Percentage of Participants From Those With a Pruritus NRS of ≥5-points at Baseline Re-randomized Having Achieved ≥4-point Reduction From Baseline at Week 16 Who Continue to Exhibit ≥4-point Reduction From Baseline at Week 52
NCT04146363,Lebrikizumab,,secondary,29,percent_change_from_baseline,SCORAD,,,baseline,16w;52w,,,,,,1,subgroup,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,"[""week_16""]",Percent Change in SCORAD (Having Achieved EASI-75 at Week 16) From Baseline at Week 52
